classname,youtube_id,subset,start,end,label
Grooming horse,8B9lmap1oys,training,22.5,24.5,-1
Grooming horse,b-jJJB6bfMY,training,41.5,43.5,-1
Grooming horse,b-jJJB6bfMY,training,53.5,55.5,-1
Grooming horse,b-jJJB6bfMY,training,34.0,36.0,-1
Grooming horse,7FMqhva3E40,training,10.0,12.0,1
Grooming horse,7FMqhva3E40,training,64.5,66.5,-1
Grooming horse,7FMqhva3E40,training,98.0,100.0,1
Grooming horse,Rosyccr-Ec8,training,18.5,20.5,-1
Grooming horse,Rosyccr-Ec8,training,23.0,25.0,1
Grooming horse,Rosyccr-Ec8,training,0.5,2.5,-1
Grooming horse,T06-WMFnK0Y,training,5.0,7.0,-1
Grooming horse,T06-WMFnK0Y,training,1.5,3.5,-1
Grooming horse,T06-WMFnK0Y,training,9.0,11.0,-1
Grooming horse,mT6N8rmJxKo,training,22.5,24.5,-1
Grooming horse,mT6N8rmJxKo,training,110.5,112.5,-1
Grooming horse,mT6N8rmJxKo,training,115.0,117.0,-1
Grooming horse,W8JSfuHI6Oo,training,23.5,25.5,-1
Grooming horse,W8JSfuHI6Oo,training,17.0,19.0,-1
Grooming horse,W8JSfuHI6Oo,training,42.0,44.0,-1
Grooming horse,Nfb7wjpMJjw,training,15.5,17.5,-1
Grooming horse,Nfb7wjpMJjw,training,60.5,62.5,-1
Grooming horse,Nfb7wjpMJjw,training,144.5,146.5,-1
Grooming horse,VKWShqgfO-M,training,105.0,107.0,-1
Grooming horse,VKWShqgfO-M,training,25.5,27.5,-1
Grooming horse,VKWShqgfO-M,training,21.5,23.5,-1
Grooming horse,1VOWZRt9Kyc,training,128.0,130.0,1
Grooming horse,1VOWZRt9Kyc,training,36.5,38.5,1
Grooming horse,1VOWZRt9Kyc,training,99.0,101.0,1
Grooming horse,PmA1sIW6tFQ,training,27.0,29.0,-1
Grooming horse,PmA1sIW6tFQ,training,24.5,26.5,-1
Grooming horse,PmA1sIW6tFQ,training,154.5,156.5,-1
Grooming horse,EJZAiK9r5QE,training,72.0,74.0,-1
Grooming horse,EJZAiK9r5QE,training,84.5,86.5,-1
Grooming horse,EJZAiK9r5QE,training,2.5,4.5,-1
Grooming horse,qBmw63fcxzM,training,4.5,6.5,-1
Grooming horse,qBmw63fcxzM,training,59.0,61.0,-1
Grooming horse,qBmw63fcxzM,training,29.0,31.0,-1
Grooming horse,S5BC6I3tgQE,training,77.5,79.5,-1
Grooming horse,S5BC6I3tgQE,training,141.5,143.5,-1
Grooming horse,S5BC6I3tgQE,training,19.0,21.0,-1
Grooming horse,g5x96sCi_-g,training,130.0,132.0,-1
Grooming horse,g5x96sCi_-g,training,12.5,14.5,-1
Grooming horse,g5x96sCi_-g,training,69.0,71.0,-1
Grooming horse,adwoLcjBiPg,training,13.5,15.5,-1
Grooming horse,adwoLcjBiPg,training,8.5,10.5,-1
Grooming horse,adwoLcjBiPg,training,29.5,31.5,-1
Grooming horse,mAoK9XGQesw,training,54.5,56.5,-1
Grooming horse,mAoK9XGQesw,training,42.5,44.5,-1
Grooming horse,mAoK9XGQesw,training,30.5,32.5,-1
Grooming horse,Tucxgi1z83w,training,138.0,140.0,-1
Grooming horse,Tucxgi1z83w,training,48.5,50.5,1
Grooming horse,Tucxgi1z83w,training,113.5,115.5,1
Grooming horse,Nzw-1hZvigQ,training,48.0,50.0,-1
Grooming horse,Nzw-1hZvigQ,training,29.5,31.5,-1
Grooming horse,Nzw-1hZvigQ,training,63.0,65.0,-1
Grooming horse,QUmL_K0jJFU,training,10.5,12.5,-1
Grooming horse,QUmL_K0jJFU,training,2.0,4.0,-1
Grooming horse,QUmL_K0jJFU,training,11.5,13.5,-1
Grooming horse,WETeWnz88i0,training,43.5,45.5,1
Grooming horse,WETeWnz88i0,training,67.0,69.0,-1
Grooming horse,WETeWnz88i0,training,119.0,121.0,1
Grooming horse,fE2bXuwyu94,training,40.0,42.0,-1
Grooming horse,fE2bXuwyu94,training,3.0,5.0,-1
Grooming horse,fE2bXuwyu94,training,12.5,14.5,-1
Grooming horse,HvKLdkcdo5s,training,179.5,181.5,-1
Grooming horse,HvKLdkcdo5s,training,187.0,189.0,1
Grooming horse,HvKLdkcdo5s,training,116.5,118.5,-1
Grooming horse,rIyvc2n6Ve0,training,13.5,15.5,-1
Grooming horse,rIyvc2n6Ve0,training,23.5,25.5,-1
Grooming horse,rIyvc2n6Ve0,training,39.5,41.5,-1
Grooming horse,gF32kcYNUbE,training,18.5,20.5,1
Grooming horse,gF32kcYNUbE,training,62.0,64.0,-1
Grooming horse,gF32kcYNUbE,training,78.5,80.5,-1
Grooming horse,5g9OpbqmLlo,training,18.5,20.5,1
Grooming horse,5g9OpbqmLlo,training,6.0,8.0,1
Grooming horse,5g9OpbqmLlo,training,2.5,4.5,1
Grooming horse,pwUbYccYR8g,training,35.0,37.0,-1
Grooming horse,pwUbYccYR8g,training,86.0,88.0,-1
Grooming horse,pwUbYccYR8g,training,56.5,58.5,-1
Grooming horse,wXCvQ1a1onw,training,98.0,100.0,1
Grooming horse,wXCvQ1a1onw,training,90.0,92.0,1
Grooming horse,wXCvQ1a1onw,training,46.5,48.5,1
Grooming horse,tBXoXrp-lRo,training,33.0,35.0,1
Grooming horse,tBXoXrp-lRo,training,38.5,40.5,1
Grooming horse,tBXoXrp-lRo,training,68.0,70.0,1
Grooming horse,2Koco4Anxik,training,16.0,18.0,-1
Grooming horse,2Koco4Anxik,training,7.0,9.0,-1
Grooming horse,2Koco4Anxik,training,1.0,3.0,-1
Grooming horse,7TrxVA8vR-w,training,8.5,10.5,-1
Grooming horse,7TrxVA8vR-w,training,74.0,76.0,-1
Grooming horse,7TrxVA8vR-w,training,10.5,12.5,-1
Grooming horse,OXUHdBD742M,training,1.5,3.5,-1
Grooming horse,OXUHdBD742M,training,43.5,45.5,-1
Grooming horse,OXUHdBD742M,training,33.5,35.5,-1
Grooming horse,1TgmjGPv56c,training,82.0,84.0,-1
Grooming horse,1TgmjGPv56c,training,10.0,12.0,-1
Grooming horse,1TgmjGPv56c,training,15.5,17.5,-1
Grooming horse,8eVP1n4Y9zQ,training,177.0,179.0,-1
Grooming horse,8eVP1n4Y9zQ,training,133.0,135.0,-1
Grooming horse,8eVP1n4Y9zQ,training,44.0,46.0,-1
Grooming horse,3EROxKV-XNA,training,21.0,23.0,-1
Grooming horse,3EROxKV-XNA,training,55.5,57.5,-1
Grooming horse,3EROxKV-XNA,training,39.5,41.5,-1
Grooming horse,XAFvvyIUNUQ,training,77.5,79.5,-1
Grooming horse,XAFvvyIUNUQ,training,12.0,14.0,1
Grooming horse,XAFvvyIUNUQ,training,65.0,67.0,-1
Grooming horse,75iuC_LPkWg,training,88.0,90.0,-1
Grooming horse,75iuC_LPkWg,training,98.5,100.5,-1
Grooming horse,75iuC_LPkWg,training,33.0,35.0,-1
Grooming horse,NZ5YcCIeDRk,training,59.0,61.0,-1
Grooming horse,NZ5YcCIeDRk,training,194.0,196.0,-1
Grooming horse,NZ5YcCIeDRk,training,139.5,141.5,-1
Grooming horse,uRjKaEP8P7Q,training,42.0,44.0,-1
Grooming horse,uRjKaEP8P7Q,training,87.5,89.5,-1
Grooming horse,uRjKaEP8P7Q,training,27.5,29.5,-1
Grooming horse,JN9oZKmc-vU,training,9.0,11.0,-1
Grooming horse,JN9oZKmc-vU,training,28.0,30.0,-1
Grooming horse,JN9oZKmc-vU,training,31.0,33.0,-1
Grooming horse,mZVqC8zld5E,training,54.5,56.5,-1
Grooming horse,mZVqC8zld5E,training,18.0,20.0,-1
Grooming horse,mZVqC8zld5E,training,74.0,76.0,-1
Grooming horse,aSH7vzUSS3c,training,118.5,120.5,-1
Grooming horse,aSH7vzUSS3c,training,74.5,76.5,-1
Grooming horse,aSH7vzUSS3c,training,19.0,21.0,-1
Grooming horse,6-Oe42hy70Y,training,95.0,97.0,-1
Grooming horse,6-Oe42hy70Y,training,45.0,47.0,1
Grooming horse,6-Oe42hy70Y,training,92.5,94.5,-1
Grooming horse,bLluBri7vGQ,training,128.0,130.0,-1
Grooming horse,bLluBri7vGQ,training,9.0,11.0,-1
Grooming horse,bLluBri7vGQ,training,124.0,126.0,-1
Grooming horse,5GQRZa_4qgk,training,31.5,33.5,-1
Grooming horse,5GQRZa_4qgk,training,14.5,16.5,-1
Grooming horse,5GQRZa_4qgk,training,62.0,64.0,1
Grooming horse,gx5jfR4rryc,training,15.5,17.5,1
Grooming horse,gx5jfR4rryc,training,5.5,7.5,-1
Grooming horse,gx5jfR4rryc,training,20.5,22.5,1
Grooming horse,Y5n3hfveOjM,training,16.5,18.5,-1
Grooming horse,Y5n3hfveOjM,training,97.0,99.0,-1
Grooming horse,Y5n3hfveOjM,training,43.0,45.0,-1
Grooming horse,YBf1uzQHgdw,training,48.5,50.5,-1
Grooming horse,YBf1uzQHgdw,training,35.0,37.0,-1
Grooming horse,YBf1uzQHgdw,training,54.5,56.5,-1
Grooming horse,Td3Cd8bYUqk,training,92.5,94.5,-1
Grooming horse,Td3Cd8bYUqk,training,163.5,165.5,-1
Grooming horse,Td3Cd8bYUqk,training,89.5,91.5,-1
Grooming horse,64gpDCbPnB8,training,51.0,53.0,-1
Grooming horse,64gpDCbPnB8,training,56.0,58.0,-1
Grooming horse,64gpDCbPnB8,training,48.5,50.5,-1
Grooming horse,rKdKxHZf4is,training,68.0,70.0,-1
Grooming horse,rKdKxHZf4is,training,126.5,128.5,-1
Grooming horse,rKdKxHZf4is,training,90.5,92.5,-1
Grooming horse,tOCLoiPq2MM,training,14.0,16.0,-1
Grooming horse,tOCLoiPq2MM,training,36.5,38.5,-1
Grooming horse,tOCLoiPq2MM,training,32.5,34.5,-1
Grooming horse,1zNhQw963Fw,training,68.5,70.5,-1
Grooming horse,1zNhQw963Fw,training,28.0,30.0,-1
Grooming horse,1zNhQw963Fw,training,82.5,84.5,-1
Grooming horse,TMOk949dc_0,training,12.5,14.5,-1
Grooming horse,TMOk949dc_0,training,24.5,26.5,-1
Grooming horse,TMOk949dc_0,training,60.5,62.5,-1
Grooming horse,2x9pn5fdQVo,training,25.5,27.5,1
Grooming horse,2x9pn5fdQVo,training,7.0,9.0,1
Grooming horse,2x9pn5fdQVo,training,0.5,2.5,1
Grooming horse,CGg0gFlEAt0,training,69.5,71.5,-1
Grooming horse,CGg0gFlEAt0,training,29.5,31.5,-1
Grooming horse,CGg0gFlEAt0,training,15.0,17.0,-1
Grooming horse,f76l1ZvT1W0,training,21.0,23.0,-1
Grooming horse,f76l1ZvT1W0,training,23.0,25.0,-1
Grooming horse,f76l1ZvT1W0,training,3.0,5.0,-1
Grooming horse,ZU9nTVX-0v4,training,217.0,219.0,-1
Grooming horse,ZU9nTVX-0v4,training,12.0,14.0,-1
Grooming horse,ZU9nTVX-0v4,training,40.0,42.0,-1
Grooming horse,LAqtiO7uX-8,training,170.0,172.0,-1
Grooming horse,LAqtiO7uX-8,training,36.0,38.0,-1
Grooming horse,LAqtiO7uX-8,training,138.5,140.5,-1
Grooming horse,7cH4lZ__EVI,training,71.0,73.0,-1
Grooming horse,7cH4lZ__EVI,training,17.5,19.5,-1
Grooming horse,7cH4lZ__EVI,training,44.0,46.0,1
Grooming horse,vekXFVOoX2w,training,31.5,33.5,1
Grooming horse,vekXFVOoX2w,training,26.5,28.5,1
Grooming horse,vekXFVOoX2w,training,42.0,44.0,1
Grooming horse,6hz-i0Faf-s,training,33.5,35.5,-1
Grooming horse,6hz-i0Faf-s,training,134.0,136.0,1
Grooming horse,6hz-i0Faf-s,training,8.5,10.5,-1
Grooming horse,xSWQEMd000w,training,43.0,45.0,-1
Grooming horse,xSWQEMd000w,training,26.5,28.5,-1
Grooming horse,xSWQEMd000w,training,36.5,38.5,-1
Grooming horse,uUSmyWCq_X4,training,3.0,5.0,-1
Grooming horse,uUSmyWCq_X4,training,47.5,49.5,-1
Grooming horse,uUSmyWCq_X4,training,58.5,60.5,-1
Grooming horse,1Clo93Gjp-s,training,116.0,118.0,-1
Grooming horse,1Clo93Gjp-s,training,127.0,129.0,-1
Grooming horse,1Clo93Gjp-s,training,31.0,33.0,-1
Grooming horse,DeSLSN0bNTA,training,42.5,44.5,-1
Grooming horse,DeSLSN0bNTA,training,33.0,35.0,-1
Grooming horse,DeSLSN0bNTA,training,15.5,17.5,-1
Grooming horse,LqRwwePzKOA,training,16.5,18.5,1
Grooming horse,LqRwwePzKOA,training,12.0,14.0,1
Grooming horse,LqRwwePzKOA,training,35.5,37.5,-1
Grooming horse,gsnO3SWvKiQ,training,124.0,126.0,-1
Grooming horse,gsnO3SWvKiQ,training,38.5,40.5,-1
Grooming horse,gsnO3SWvKiQ,training,83.0,85.0,-1
Grooming horse,elRQhSkySCE,training,206.0,208.0,-1
Grooming horse,elRQhSkySCE,training,131.0,133.0,-1
Grooming horse,elRQhSkySCE,training,94.0,96.0,-1
Grooming horse,Jmnd2QOlLuw,training,30.0,32.0,-1
Grooming horse,Jmnd2QOlLuw,training,48.5,50.5,-1
Grooming horse,Jmnd2QOlLuw,training,7.5,9.5,-1
Grooming horse,88WEh9eueaM,training,12.0,14.0,-1
Grooming horse,88WEh9eueaM,training,157.5,159.5,1
Grooming horse,88WEh9eueaM,training,43.5,45.5,-1
Grooming horse,nfWUzqG6V7g,training,127.0,129.0,-1
Grooming horse,nfWUzqG6V7g,training,76.5,78.5,-1
Grooming horse,nfWUzqG6V7g,training,138.5,140.5,-1
Grooming horse,IRgxelm_t_8,training,90.0,92.0,-1
Grooming horse,IRgxelm_t_8,training,24.5,26.5,-1
Grooming horse,IRgxelm_t_8,training,52.5,54.5,-1
Grooming horse,GTCfUyTl6bU,training,60.0,62.0,-1
Grooming horse,GTCfUyTl6bU,training,148.5,150.5,-1
Grooming horse,GTCfUyTl6bU,training,163.5,165.5,-1
Grooming horse,AIQilCuLkLY,training,47.5,49.5,-1
Grooming horse,AIQilCuLkLY,training,95.0,97.0,-1
Grooming horse,AIQilCuLkLY,training,64.5,66.5,-1
Grooming horse,FX2DrV5Gg0I,training,59.0,61.0,-1
Grooming horse,FX2DrV5Gg0I,training,28.5,30.5,-1
Grooming horse,FX2DrV5Gg0I,training,13.5,15.5,-1
Grooming horse,XcC7jCalxfg,training,40.0,42.0,-1
Grooming horse,XcC7jCalxfg,training,161.5,163.5,-1
Grooming horse,XcC7jCalxfg,training,82.0,84.0,-1
Grooming horse,e6SHKDlGNvk,training,11.0,13.0,-1
Grooming horse,e6SHKDlGNvk,training,78.0,80.0,-1
Grooming horse,e6SHKDlGNvk,training,83.0,85.0,-1
Grooming horse,VJ1jw0J2LXY,training,9.0,11.0,1
Grooming horse,VJ1jw0J2LXY,training,94.5,96.5,-1
Grooming horse,VJ1jw0J2LXY,training,177.5,179.5,-1
Grooming horse,gTC0zm0any4,training,9.5,11.5,-1
Grooming horse,gTC0zm0any4,training,59.5,61.5,-1
Grooming horse,gTC0zm0any4,training,43.5,45.5,-1
Grooming horse,DPMDvdZPX1k,training,34.5,36.5,-1
Grooming horse,DPMDvdZPX1k,training,36.5,38.5,-1
Grooming horse,DPMDvdZPX1k,training,61.0,63.0,-1
Grooming horse,HgFewpPnxDA,training,54.5,56.5,1
Grooming horse,HgFewpPnxDA,training,19.0,21.0,1
Grooming horse,HgFewpPnxDA,training,45.5,47.5,1
Grooming horse,Un6bAZ_G0To,training,37.5,39.5,-1
Grooming horse,Un6bAZ_G0To,training,54.0,56.0,-1
Grooming horse,Un6bAZ_G0To,training,69.0,71.0,-1
Grooming horse,nipOoAiqGpw,training,154.5,156.5,-1
Grooming horse,nipOoAiqGpw,training,83.0,85.0,-1
Grooming horse,nipOoAiqGpw,training,33.5,35.5,-1
Grooming horse,KlWZS_G1Qp0,training,16.0,18.0,-1
Grooming horse,KlWZS_G1Qp0,training,22.0,24.0,-1
Grooming horse,KlWZS_G1Qp0,training,3.0,5.0,-1
Grooming horse,IBYR1gmcM1M,training,35.0,37.0,-1
Grooming horse,IBYR1gmcM1M,training,64.5,66.5,-1
Grooming horse,IBYR1gmcM1M,training,16.5,18.5,-1
Grooming horse,wibG8syQcPE,training,46.5,48.5,-1
Grooming horse,wibG8syQcPE,training,52.5,54.5,-1
Grooming horse,wibG8syQcPE,training,42.0,44.0,-1
Grooming horse,7J4Dxt1vBkc,training,147.0,149.0,-1
Grooming horse,7J4Dxt1vBkc,training,44.0,46.0,-1
Grooming horse,7J4Dxt1vBkc,training,92.0,94.0,-1
Grooming horse,8SzBE4eosRc,training,16.0,18.0,1
Grooming horse,8SzBE4eosRc,training,9.0,11.0,1
Grooming horse,8SzBE4eosRc,training,4.0,6.0,1
Grooming horse,TCpc_C9Pau8,training,23.5,25.5,-1
Grooming horse,TCpc_C9Pau8,training,31.5,33.5,-1
Grooming horse,TCpc_C9Pau8,training,24.5,26.5,-1
Grooming horse,Rp24LYRG6qQ,training,54.0,56.0,-1
Grooming horse,Rp24LYRG6qQ,training,22.0,24.0,-1
Grooming horse,Rp24LYRG6qQ,training,10.0,12.0,-1
Grooming horse,vVp7CspUNUc,training,29.5,31.5,-1
Grooming horse,vVp7CspUNUc,training,21.5,23.5,-1
Grooming horse,vVp7CspUNUc,training,98.0,100.0,-1
Grooming horse,3Up6xhPdRNo,training,51.0,53.0,1
Grooming horse,3Up6xhPdRNo,training,44.5,46.5,1
Grooming horse,3Up6xhPdRNo,training,34.5,36.5,-1
Grooming horse,A3DTwNSJ9B4,training,4.0,6.0,-1
Grooming horse,A3DTwNSJ9B4,training,1.0,3.0,-1
Grooming horse,A3DTwNSJ9B4,training,24.0,26.0,-1
Grooming horse,SkLI1mugMFg,training,85.0,87.0,-1
Grooming horse,SkLI1mugMFg,training,17.0,19.0,-1
Grooming horse,SkLI1mugMFg,training,38.5,40.5,-1
Grooming horse,Xfa_w9Ny-Hk,training,1.5,3.5,-1
Grooming horse,Xfa_w9Ny-Hk,training,6.0,8.0,-1
Grooming horse,Xfa_w9Ny-Hk,training,9.0,11.0,-1
Grooming horse,qf__M9qnRBs,training,41.5,43.5,-1
Grooming horse,qf__M9qnRBs,training,28.5,30.5,-1
Grooming horse,qf__M9qnRBs,training,32.5,34.5,-1
Grooming horse,w9pKqynhxEU,training,116.5,118.5,-1
Grooming horse,w9pKqynhxEU,training,114.0,116.0,-1
Grooming horse,w9pKqynhxEU,training,46.0,48.0,-1
Grooming horse,c1hvJst8h58,training,51.5,53.5,-1
Grooming horse,c1hvJst8h58,training,58.5,60.5,-1
Grooming horse,c1hvJst8h58,training,165.5,167.5,-1
Grooming horse,Ic7QVflODRo,training,41.0,43.0,-1
Grooming horse,Ic7QVflODRo,training,20.0,22.0,-1
Grooming horse,Ic7QVflODRo,training,55.0,57.0,-1
Grooming horse,CD-jPsihTV8,training,87.5,89.5,-1
Grooming horse,CD-jPsihTV8,training,24.5,26.5,-1
Grooming horse,CD-jPsihTV8,training,62.5,64.5,-1
Grooming horse,dLpsBAbTS3o,training,12.0,14.0,-1
Grooming horse,dLpsBAbTS3o,training,52.5,54.5,-1
Grooming horse,dLpsBAbTS3o,training,81.5,83.5,-1
Grooming horse,Jl3MB_g_DCE,training,58.5,60.5,-1
Grooming horse,Jl3MB_g_DCE,training,41.5,43.5,-1
Grooming horse,Jl3MB_g_DCE,training,22.5,24.5,-1
Grooming horse,H08QKHQwooo,training,55.5,57.5,-1
Grooming horse,H08QKHQwooo,training,45.5,47.5,-1
Grooming horse,H08QKHQwooo,training,5.0,7.0,-1
Grooming horse,OCcHPZMRK6c,training,134.5,136.5,1
Grooming horse,OCcHPZMRK6c,training,41.0,43.0,1
Grooming horse,OCcHPZMRK6c,training,127.5,129.5,1
Grooming horse,0vwNtQKnzIQ,training,53.0,55.0,1
Grooming horse,0vwNtQKnzIQ,training,5.0,7.0,-1
Grooming horse,0vwNtQKnzIQ,training,31.5,33.5,1
Grooming horse,mhllPIVLJkw,training,38.5,40.5,-1
Grooming horse,mhllPIVLJkw,training,65.5,67.5,-1
Grooming horse,mhllPIVLJkw,training,14.5,16.5,-1
Grooming horse,89Vf8MRUxsg,training,10.0,12.0,-1
Grooming horse,89Vf8MRUxsg,training,23.5,25.5,-1
Grooming horse,89Vf8MRUxsg,training,41.5,43.5,-1
Grooming horse,bLR8GDu0RBs,training,23.5,25.5,-1
Grooming horse,bLR8GDu0RBs,training,11.5,13.5,-1
Grooming horse,bLR8GDu0RBs,training,3.0,5.0,-1
Grooming horse,rsCfBd_Q7Os,training,19.5,21.5,-1
Grooming horse,rsCfBd_Q7Os,training,209.0,211.0,-1
Grooming horse,rsCfBd_Q7Os,training,140.5,142.5,-1
Grooming horse,U2ydDunergM,training,122.0,124.0,1
Grooming horse,U2ydDunergM,training,154.0,156.0,1
Grooming horse,U2ydDunergM,training,57.5,59.5,1
Grooming horse,O16aBKlmYWc,training,21.5,23.5,-1
Grooming horse,O16aBKlmYWc,training,40.5,42.5,-1
Grooming horse,O16aBKlmYWc,training,34.0,36.0,-1
Grooming horse,gQCr_JGPeFk,training,83.5,85.5,-1
Grooming horse,gQCr_JGPeFk,training,40.5,42.5,-1
Grooming horse,gQCr_JGPeFk,training,119.0,121.0,-1
Grooming horse,eQQleY5UZaE,training,26.5,28.5,-1
Grooming horse,eQQleY5UZaE,training,19.5,21.5,-1
Grooming horse,eQQleY5UZaE,training,13.0,15.0,-1
Grooming horse,EOcNcmC9lfE,training,12.5,14.5,1
Grooming horse,EOcNcmC9lfE,training,46.5,48.5,-1
Grooming horse,EOcNcmC9lfE,training,49.5,51.5,-1
Grooming horse,amBttvVyfy0,training,25.5,27.5,-1
Grooming horse,amBttvVyfy0,training,137.5,139.5,-1
Grooming horse,amBttvVyfy0,training,121.0,123.0,-1
Grooming horse,w6JKMPvuqU8,training,88.0,90.0,-1
Grooming horse,w6JKMPvuqU8,training,46.5,48.5,-1
Grooming horse,w6JKMPvuqU8,training,54.0,56.0,-1
Grooming horse,PLCeecLVwDE,training,2.0,4.0,1
Grooming horse,PLCeecLVwDE,training,7.0,9.0,-1
Grooming horse,PLCeecLVwDE,training,14.0,16.0,-1
Grooming horse,BzOUhp3nCrA,training,59.5,61.5,-1
Grooming horse,BzOUhp3nCrA,training,94.0,96.0,-1
Grooming horse,BzOUhp3nCrA,training,89.0,91.0,-1
Grooming horse,Js4Aa_p2NAs,training,37.0,39.0,1
Grooming horse,Js4Aa_p2NAs,training,49.0,51.0,1
Grooming horse,Js4Aa_p2NAs,training,27.0,29.0,-1
Grooming horse,6duK9JrwSoQ,training,25.0,27.0,-1
Grooming horse,6duK9JrwSoQ,training,72.5,74.5,-1
Grooming horse,6duK9JrwSoQ,training,160.5,162.5,-1
Grooming horse,kvkiVY2ifxM,training,31.5,33.5,-1
Grooming horse,kvkiVY2ifxM,training,22.5,24.5,-1
Grooming horse,kvkiVY2ifxM,training,35.5,37.5,1
Grooming horse,PlEEto0t0rI,training,13.5,15.5,-1
Grooming horse,PlEEto0t0rI,training,97.0,99.0,1
Grooming horse,PlEEto0t0rI,training,108.0,110.0,1
Grooming horse,F31A5N1h61c,training,116.0,118.0,-1
Grooming horse,F31A5N1h61c,training,69.0,71.0,-1
Grooming horse,F31A5N1h61c,training,90.5,92.5,-1
Grooming horse,JPQdngd_Bwg,training,71.0,73.0,-1
Grooming horse,JPQdngd_Bwg,training,73.5,75.5,-1
Grooming horse,JPQdngd_Bwg,training,75.0,77.0,-1
Grooming horse,O3mb3ZLICnk,training,23.5,25.5,-1
Grooming horse,O3mb3ZLICnk,training,5.0,7.0,-1
Grooming horse,O3mb3ZLICnk,training,45.0,47.0,-1
Grooming horse,YkbMbI9EKQA,training,49.0,51.0,-1
Grooming horse,YkbMbI9EKQA,training,16.0,18.0,-1
Grooming horse,YkbMbI9EKQA,training,101.5,103.5,-1
Grooming horse,Wom4DJrUDpk,training,123.5,125.5,-1
Grooming horse,Wom4DJrUDpk,training,42.0,44.0,-1
Grooming horse,Wom4DJrUDpk,training,23.5,25.5,-1
Grooming horse,4e6HnGmmUIc,training,6.0,8.0,-1
Grooming horse,4e6HnGmmUIc,training,21.5,23.5,-1
Grooming horse,4e6HnGmmUIc,training,51.0,53.0,-1
Grooming horse,-t_PkzkMgk4,training,93.0,95.0,-1
Grooming horse,-t_PkzkMgk4,training,123.0,125.0,-1
Grooming horse,-t_PkzkMgk4,training,38.0,40.0,-1
Grooming horse,MTPQYvEVOR8,training,3.0,5.0,-1
Grooming horse,MTPQYvEVOR8,training,26.0,28.0,1
Grooming horse,MTPQYvEVOR8,training,59.0,61.0,1
Grooming horse,HRAhbh64How,training,63.0,65.0,-1
Grooming horse,HRAhbh64How,training,192.5,194.5,-1
Grooming horse,HRAhbh64How,training,91.5,93.5,-1
Grooming horse,Eh7PlVHh06w,training,43.5,45.5,1
Grooming horse,Eh7PlVHh06w,training,61.0,63.0,1
Grooming horse,Eh7PlVHh06w,training,71.0,73.0,-1
Grooming horse,rAGwq89fRDs,training,21.0,23.0,1
Grooming horse,rAGwq89fRDs,training,32.5,34.5,1
Grooming horse,rAGwq89fRDs,training,8.0,10.0,-1
Grooming horse,WpUy5rpgeQg,training,59.5,61.5,-1
Grooming horse,WpUy5rpgeQg,training,117.0,119.0,-1
Grooming horse,WpUy5rpgeQg,training,24.5,26.5,-1
Grooming horse,4X9O05SkJL0,training,74.5,76.5,-1
Grooming horse,4X9O05SkJL0,training,13.0,15.0,-1
Grooming horse,4X9O05SkJL0,training,101.5,103.5,-1
Grooming horse,qsFU6A7fMNQ,training,67.0,69.0,-1
Grooming horse,qsFU6A7fMNQ,training,81.0,83.0,-1
Grooming horse,qsFU6A7fMNQ,training,108.0,110.0,-1
Grooming horse,V2at6gTWZfY,training,144.5,146.5,-1
Grooming horse,V2at6gTWZfY,training,128.5,130.5,-1
Grooming horse,V2at6gTWZfY,training,13.0,15.0,-1
Grooming horse,RMKpCQJ7sNg,training,18.5,20.5,-1
Grooming horse,RMKpCQJ7sNg,training,13.5,15.5,-1
Grooming horse,RMKpCQJ7sNg,training,2.0,4.0,-1
Grooming horse,MBBd0gRLpVQ,training,84.5,86.5,-1
Grooming horse,MBBd0gRLpVQ,training,20.5,22.5,-1
Grooming horse,MBBd0gRLpVQ,training,80.0,82.0,-1
Grooming horse,iwmZ6dn367Q,training,116.0,118.0,-1
Grooming horse,iwmZ6dn367Q,training,124.5,126.5,-1
Grooming horse,iwmZ6dn367Q,training,97.5,99.5,-1
Grooming horse,b0-_J4oFLQk,training,31.0,33.0,-1
Grooming horse,b0-_J4oFLQk,training,89.0,91.0,-1
Grooming horse,b0-_J4oFLQk,training,60.5,62.5,-1
Grooming horse,MEGxr9xqh_w,training,22.5,24.5,1
Grooming horse,MEGxr9xqh_w,training,80.5,82.5,1
Grooming horse,MEGxr9xqh_w,training,36.0,38.0,1
Grooming horse,47B0apvMkUQ,training,67.5,69.5,-1
Grooming horse,47B0apvMkUQ,training,5.5,7.5,-1
Grooming horse,47B0apvMkUQ,training,49.0,51.0,-1
Grooming horse,i2kgCSzjRpU,training,3.0,5.0,-1
Grooming horse,i2kgCSzjRpU,training,9.5,11.5,-1
Grooming horse,i2kgCSzjRpU,training,17.5,19.5,-1
Grooming horse,LDMvD7EI0LU,training,113.0,115.0,-1
Grooming horse,LDMvD7EI0LU,training,67.5,69.5,-1
Grooming horse,LDMvD7EI0LU,training,77.0,79.0,-1
Grooming horse,k7408BwwZDI,training,4.0,6.0,-1
Grooming horse,k7408BwwZDI,training,17.0,19.0,-1
Grooming horse,k7408BwwZDI,training,31.5,33.5,-1
Grooming horse,qybKHNK-qJ8,training,43.0,45.0,1
Grooming horse,qybKHNK-qJ8,training,4.0,6.0,1
Grooming horse,qybKHNK-qJ8,training,15.0,17.0,1
Grooming horse,Aqtt-Pp_TPM,training,92.0,94.0,-1
